INDEX_CLASS,SampleID,TAXAID,N_TAXA,BCG_Attr,BCG_Attr2,FFG,HABIT,HABSTRUCT,LIFE_CYCLE,AirBreather,NonTarget,Phylum,Class,Order,Family,Subfamily,Tribe,Genus
CGP_mNRSA,NE_2270,Copepoda,4,,,,,,,FALSE,FALSE,,,,,,,
CGP_mNRSA,NE_2270,Corixidae,36,4,4_middle,PR,SW,,multi,TRUE,FALSE,Arthropoda,Insecta,Hemiptera,Corixidae,,,
CGP_mNRSA,NE_2270,Corynoneura,2,4,4_middle,CG,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Corynoneura
CGP_mNRSA,NE_2270,Crambidae,1,3,,SH,BU,,,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,,,
CGP_mNRSA,NE_2270,Crangonyx,2,4,4_middle,CG,SP,,uni,FALSE,FALSE,Arthropoda,Crustacea,Amphipoda,Crangonyctidae,,,Crangonyx
CGP_mNRSA,NE_2270,Cricotopus (Isocladius),2,4,4_middle,"SH,CG",CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus
CGP_mNRSA,NE_2270,Cricotopus bicinctus,7,4,4_middle,"SH,CG",CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus
CGP_mNRSA,NE_2270,Cryptochironomus,1,4,4_worse,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Cryptochironomus
CGP_mNRSA,NE_2270,Cryptotendipes,11,4,4_middle,CG,"BU,SP",NF,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Cryptotendipes
CGP_mNRSA,NE_2270,Dicrotendipes,5,4,4_worse,CG,BU,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Dicrotendipes
CGP_mNRSA,NE_2270,Dubiraphia,24,4,4_middle,"CG,SC",CN,,"semi,uni",FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Dubiraphia
CGP_mNRSA,NE_2270,Erpobdella,1,4,4_worse,PR,SP,,,FALSE,FALSE,Annelida,Hirudinea,Pharyngobdellida,Erpobdellidae,,,Erpobdella
CGP_mNRSA,NE_2270,Haliplus,2,4,4_worse,"SH,PH",CB,,multi,TRUE,FALSE,Arthropoda,Insecta,Coleoptera,Haliplidae,,,Haliplus
CGP_mNRSA,NE_2270,Hyalella,14,4,4_worse,CG,SP,,multi,FALSE,FALSE,,,,,,,
CGP_mNRSA,NE_2270,Ostracoda,4,,,,,,,FALSE,FALSE,Arthropoda,Crustacea,Ostracoda,,,,
CGP_mNRSA,NE_2270,Paralauterborniella nigrohalterale,1,4,4_middle,CG,BU,NF,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Paralauterborniella
CGP_mNRSA,NE_2270,Paratanytarsus,1,4,4_middle,CG,"CN,SP",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Paratanytarsus
CGP_mNRSA,NE_2270,Peltodytes,2,4,4_worse,"SH,PH","CB,CN",,multi,TRUE,FALSE,Arthropoda,Insecta,Coleoptera,Haliplidae,,,Peltdytes
CGP_mNRSA,NE_2270,Physella,1,5,,SC,CB,,multi,FALSE,FALSE,Mollusca,Gastropoda,Pulmonata,Physidae,,,Physella
CGP_mNRSA,NE_2270,Polypedilum,1,4,4_middle,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2270,Polypedilum Halterale Group,1,4,4_middle,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2270,Polypedilum Illinoense Group,4,4,4_worse,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2270,Procladius,21,4,4_middle,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Procladius
CGP_mNRSA,NE_2270,Simulium,4,4,4_middle,CF,CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium
CGP_mNRSA,NE_2270,Tanypodinae,5,,,,,,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,
CGP_mNRSA,NE_2270,Tanypus,133,4,4_worse,PR,SP,NF,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Tanypus
CGP_mNRSA,NE_2270,Tanytarsus,4,4,4_middle,"CF,CG",CN,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Tanytarsus
CGP_mNRSA,NE_2270,Thienemanniella,1,4,4_middle,CG,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella
CGP_mNRSA,NE_2270,Trichocorixa,5,5,,PR,SW,,multi,TRUE,FALSE,Arthropoda,Insecta,Hemiptera,Corixidae,,,Trichocorixa
CGP_mNRSA,NE_2271,Ablabesmyia,2,4,4_middle,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,
CGP_mNRSA,NE_2271,Arrenurus,4,,,,,,,FALSE,FALSE,Arthropoda,Arachnida,Trombidiformes,Arrenuridae,,,Arrenurus
CGP_mNRSA,NE_2271,Caenis,18,4,4_middle,CG,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Caenidae,,,Caenis
CGP_mNRSA,NE_2271,Callibaetis,2,4,4_worse,CG,SW,,multi,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Callibaetis
CGP_mNRSA,NE_2271,Chironomus,1,4,4_worse,CG,BU,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Chironomus
CGP_mNRSA,NE_2271,Clinotanypus,4,4,4_middle,PR,BU,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Clinotanypus
CGP_mNRSA,NE_2271,Coenagrionidae,180,4,4_worse,PR,CB,,uni,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,
CGP_mNRSA,NE_2271,Corixidae,13,4,4_middle,PR,SW,,multi,TRUE,FALSE,Arthropoda,Insecta,Hemiptera,Corixidae,,,
CGP_mNRSA,NE_2271,Corynoneura,2,4,4_middle,CG,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Corynoneura
CGP_mNRSA,NE_2271,Crambidae,1,3,,SH,BU,,,FALSE,FALSE,Arthropoda,Insecta,Lepidoptera,Crambidae,,,
CGP_mNRSA,NE_2271,Cricotopus (Isocladius),2,4,4_middle,"SH,CG",CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus
CGP_mNRSA,NE_2271,Cryptochironomus,1,4,4_worse,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Cryptochironomus
CGP_mNRSA,NE_2271,Dicrotendipes,2,4,4_worse,CG,BU,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Dicrotendipes
CGP_mNRSA,NE_2271,Dubiraphia,31,4,4_middle,"CG,SC",CN,,"semi,uni",FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Elmidae,,,Dubiraphia
CGP_mNRSA,NE_2271,Epoicocladius,5,,,"CG,PA",,,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Epiococladius
CGP_mNRSA,NE_2271,Helobdella stagnalis,1,4,4_worse,PR,SP,,multi,FALSE,FALSE,Annelida,Hirudinea,Rhynchobdellida,Glossiphoniidae,,,Helobdella
CGP_mNRSA,NE_2271,Hyalella,231,4,4_worse,CG,SP,,multi,FALSE,FALSE,,,,,,,
CGP_mNRSA,NE_2271,Larsia,3,4,4_middle,PR,SP,,"multi,uni",FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Larsia
CGP_mNRSA,NE_2271,Limnophyes,2,4,4_worse,CG,SP,,"multi,uni",FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Limnophyes
CGP_mNRSA,NE_2271,Paratanytarsus,8,4,4_middle,CG,"CN,SP",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Paratanytarsus
CGP_mNRSA,NE_2271,Paratendipes,7,4,4_middle,CG,BU,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Paratendipes
CGP_mNRSA,NE_2271,Peltodytes,1,4,4_worse,"SH,PH","CB,CN",,multi,TRUE,FALSE,Arthropoda,Insecta,Coleoptera,Haliplidae,,,Peltdytes
CGP_mNRSA,NE_2271,Phaenopsectra,1,4,4_middle,"CG,SC",CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Phaenopsectra
CGP_mNRSA,NE_2271,Physella,1,5,,SC,CB,,multi,FALSE,FALSE,Mollusca,Gastropoda,Pulmonata,Physidae,,,Physella
CGP_mNRSA,NE_2271,Polypedilum,1,4,4_middle,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2271,Polypedilum Fallax Group,1,4,4_middle,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2271,Polypedilum Illinoense Group,3,4,4_worse,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2271,Procladius,4,4,4_middle,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Procladius
CGP_mNRSA,NE_2271,Quistadrilus,2,4,4_middle,CG,BU,,,FALSE,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Quistradrilus
CGP_mNRSA,NE_2271,Stictochironomus,1,4,4_worse,CG,BU,NF,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Stictochironomus
CGP_mNRSA,NE_2271,Tanypus,5,4,4_worse,PR,SP,NF,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Tanypus
CGP_mNRSA,NE_2271,Tanytarsus,1,4,4_middle,"CF,CG",CN,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Tanytarsus
CGP_mNRSA,NE_2271,Thienemannimyia Group,4,4,4_middle,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia
CGP_mNRSA,NE_2271,Zavrelimyia,1,4,4_middle,PR,SP,,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Zavrelimyia
CGP_mNRSA,NE_2817,Ablabesmyia,3,4,4_middle,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,
CGP_mNRSA,NE_2817,Caenis,1,4,4_middle,CG,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Caenidae,,,Caenis
CGP_mNRSA,NE_2817,Ceratopogoninae,5,4,4_middle,PR,SP,,multi,FALSE,FALSE,,,Diptera,Ceratopogonidae,,,
CGP_mNRSA,NE_2817,Chironomus,9,4,4_worse,CG,BU,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Chironomus
CGP_mNRSA,NE_2817,Cladotanytarsus,1,4,4_middle,CG,CB,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Cladotanytarsus
CGP_mNRSA,NE_2817,Coenagrionidae,2,4,4_worse,PR,CB,,uni,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,
CGP_mNRSA,NE_2817,Conchapelopia,1,,,,,,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Conchapelopia
CGP_mNRSA,NE_2817,Cricotopus,2,4,4_middle,"SH,CG",CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Cricotopus
CGP_mNRSA,NE_2817,Cryptochironomus,1,4,4_worse,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Cryptochironomus
CGP_mNRSA,NE_2817,Dicrotendipes,4,4,4_worse,CG,BU,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Dicrotendipes
CGP_mNRSA,NE_2817,Dytiscidae,5,4,4_middle,PR,SW,,uni,TRUE,FALSE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,
CGP_mNRSA,NE_2817,Enchytraeidae,1,4,4_middle,CG,BU,,,FALSE,FALSE,Annelida,Oligochaeta,Tubificida,Enchytraeidae,,,
CGP_mNRSA,NE_2817,Fallceon,122,4,4_middle,"CG,SH",SW,,multi,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Fallceon
CGP_mNRSA,NE_2817,Faxonius,1,4,4_better,CG,NA,,,FALSE,FALSE,Arthropoda,Decapoda,,,,,
CGP_mNRSA,NE_2817,Gomphidae,1,4,4_middle,PR,BU,,semi,FALSE,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,Gomphidae
CGP_mNRSA,NE_2817,Hexatoma,2,3,,PR,BU,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,,,Hexatoma
CGP_mNRSA,NE_2817,Hydropsyche simulans,4,4,4_worse,CF,CN,,uni,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydropsychidae,,,Hydropsyche
CGP_mNRSA,NE_2817,Hydroptila,1,4,4_middle,"SC,PH",CN,,uni,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,,,Hydroptila
CGP_mNRSA,NE_2817,Labiobaetis,6,4,4_worse,CG,"SW,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Labiobaetis
CGP_mNRSA,NE_2817,Laccobius,1,4,4_worse,PH,CN,SG,uni,TRUE,FALSE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Laccobius
CGP_mNRSA,NE_2817,Laccophilus,2,4,4_worse,PR,SW,RM,multi,TRUE,FALSE,Arthropoda,Insecta,Coleoptera,Dytiscidae,,,Laccophilus
CGP_mNRSA,NE_2817,Limnodrilus,1,4,4_middle,CG,"BU,CN",,,FALSE,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Limnodrilus
CGP_mNRSA,NE_2817,Nais communis,35,4,4_middle,CG,BU,,multi,FALSE,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Nais
CGP_mNRSA,NE_2817,Nectopsyche candida,4,4,4_middle,SH,"CB,SP",,uni,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Leptoceridae,,,Nectopsyche
CGP_mNRSA,NE_2817,Ostracoda,3,,,,,,,FALSE,FALSE,Arthropoda,Crustacea,Ostracoda,,,,
CGP_mNRSA,NE_2817,Paracladopelma,2,4,4_middle,CG,SP,NF,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Paracladopelma
CGP_mNRSA,NE_2817,Paracloeodes,45,4,4_middle,SC,SW,,multi,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Paracloeodes
CGP_mNRSA,NE_2817,Physella,22,5,,SC,CB,,multi,FALSE,FALSE,Mollusca,Gastropoda,Pulmonata,Physidae,,,Physella
CGP_mNRSA,NE_2817,Polypedilum,8,4,4_middle,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2817,Polypedilum flavum,24,4,4_middle,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2817,Polypedilum Illinoense Group,114,4,4_worse,"SH,CG","CB,CN",,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Polypedilum
CGP_mNRSA,NE_2817,Pristina,2,4,4_middle,CG,BU,,multi,FALSE,FALSE,Annelida,Oligochaeta,Tubificida,Naididae,,,Pristina
CGP_mNRSA,NE_2817,Rheosmittia,5,4,4_middle,CG,BU,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Rheosmittia
CGP_mNRSA,NE_2817,Rheotanytarsus,10,4,4_middle,CF,CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Rheotanytarsus
CGP_mNRSA,NE_2817,Robackia,10,4,4_middle,CG,BU,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Robackia
CGP_mNRSA,NE_2817,Saetheria,1,4,4_middle,CG,BU,,"multi,uni",FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Saetheria
CGP_mNRSA,NE_2817,Simulium,1,4,4_middle,CF,CN,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Simuliidae,,,Simulium
CGP_mNRSA,NE_2817,Tanytarsus,9,4,4_middle,"CF,CG",CN,,uni,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Tanytarsini,Tanytarsus
CGP_mNRSA,NE_2817,Thienemanniella,1,4,4_middle,CG,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella
CGP_mNRSA,NE_2817,Thienemannimyia Group,7,4,4_middle,PR,SP,,multi,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,Thienemannimyia
CGP_mNRSA,NE_2817,Tribelos,1,4,4_middle,CG,BU,SG,,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,,Chironomini,Tribelos
