INDEX_CLASS,SampleID,TAXAID,N_TAXA
CGP_mNRSA,NE_2817,Saetheria,1
CGP_mNRSA,NE_2817,Simulium,1
CGP_mNRSA,NE_2817,Tanytarsus,9
CGP_mNRSA,NE_2817,Thienemanniella,1
CGP_mNRSA,NE_2817,Thienemannimyia Group,7
CGP_mNRSA,NE_2817,Tribelos,1
CGP_mNRSA,NE_2817,Trichocorixa,3
CGP_mNRSA,NE_2817,Tricorythodes,36
CGP_mNRSA,NE_2817,Tubificinae,4
CGP_mNRSA,NE_2837,Callibaetis,1
CGP_mNRSA,NE_2837,Ceratopogoninae,15
CGP_mNRSA,NE_2837,Chironomus,7
CGP_mNRSA,NE_2837,Cladotanytarsus,1
CGP_mNRSA,NE_2837,Corixidae,31
CGP_mNRSA,NE_2837,Cricotopus,4
CGP_mNRSA,NE_2837,Cricotopus (Isocladius),1
CGP_mNRSA,NE_2837,Cricotopus bicinctus,3
CGP_mNRSA,NE_2837,Cryptochironomus,5
CGP_mNRSA,NE_2837,Dicrotendipes,36
CGP_mNRSA,NE_2837,Dubiraphia,1
CGP_mNRSA,NE_2837,Galba,41
CGP_mNRSA,NE_2837,Helichus,2
CGP_mNRSA,NE_2837,Hyalella,39
CGP_mNRSA,NE_2837,Libellulidae,1
CGP_mNRSA,NE_2837,Orthocladius,1
CGP_mNRSA,NE_2837,Ostracoda,15
CGP_mNRSA,NE_2837,Parakiefferiella,1
CGP_mNRSA,NE_2837,Physella,218
CGP_mNRSA,NE_2837,Pisidium,1
CGP_mNRSA,NE_2837,Procladius,9
CGP_mNRSA,NE_2837,Pseudochironomus,2
CGP_mNRSA,NE_2837,Quistadrilus,9
CGP_mNRSA,NE_2837,Sigara,1
CGP_mNRSA,NE_2837,Tanypus,70
CGP_mNRSA,NE_2837,Tanytarsus,6
CGP_mNRSA,NE_2837,Thienemannimyia Group,1
CGP_mNRSA,NE_2837,Trichocorixa,2
CGP_mNRSA,NE_2837,Tubificinae,1
CGP_mNRSA,NE_2840,Ablabesmyia,2
CGP_mNRSA,NE_2840,Amercaenis ridens,4
CGP_mNRSA,NE_2840,Caenis,1
CGP_mNRSA,NE_2840,Camelobaetidius,1
CGP_mNRSA,NE_2840,Ceratopogoninae,2
CGP_mNRSA,NE_2840,Cheumatopsyche,2
CGP_mNRSA,NE_2840,Chironomini,2
CGP_mNRSA,NE_2840,Chironomus,22
CGP_mNRSA,NE_2840,Cladotanytarsus,11
CGP_mNRSA,NE_2840,Conchapelopia,1
CGP_mNRSA,NE_2840,Cricotopus,70
CGP_mNRSA,NE_2840,Cricotopus bicinctus,4
CGP_mNRSA,NE_2840,Cricotopus trifascia,1
CGP_mNRSA,NE_2840,Cryptochironomus,19
CGP_mNRSA,NE_2840,Demicryptochironomus,1
CGP_mNRSA,NE_2840,Dicrotendipes,21
CGP_mNRSA,NE_2840,Fallceon,10
CGP_mNRSA,NE_2840,Glyptotendipes,1
CGP_mNRSA,NE_2840,Hemerodromia,11
CGP_mNRSA,NE_2840,Hydroptilidae,3
CGP_mNRSA,NE_2840,Nais communis,2
CGP_mNRSA,NE_2840,Nectopsyche candida,19
CGP_mNRSA,NE_2840,Nectopsyche diarina,2
CGP_mNRSA,NE_2840,Nemata,2
CGP_mNRSA,NE_2840,Orthocladiinae,1
CGP_mNRSA,NE_2840,Paracladopelma,1
CGP_mNRSA,NE_2840,Paracloeodes,8
CGP_mNRSA,NE_2840,Physella,8
CGP_mNRSA,NE_2840,Polypedilum flavum,82
CGP_mNRSA,NE_2840,Polypedilum Halterale Group,6
CGP_mNRSA,NE_2840,Polypedilum Illinoense Group,7
CGP_mNRSA,NE_2840,Polypedilum laetum,3
CGP_mNRSA,NE_2840,Rheotanytarsus,11
CGP_mNRSA,NE_2840,Robackia,16
CGP_mNRSA,NE_2840,Saetheria,33
CGP_mNRSA,NE_2840,Simulium,4
CGP_mNRSA,NE_2840,Tabanidae,2
CGP_mNRSA,NE_2840,Telopelopia okoboji,12
CGP_mNRSA,NE_2840,Thienemannimyia Group,23
CGP_mNRSA,NE_2840,Tricorythodes,103
CGP_mNRSA,NE_2840,Tubificinae,1
CGP_mNRSA,NE_2840,Tyrrellia,1
CGP_mNRSA,NE_3650,Ablabesmyia,1
CGP_mNRSA,NE_3650,Baetis intercalaris complex,4
CGP_mNRSA,NE_3650,Caenis,1
CGP_mNRSA,NE_3650,Ceraclea,1
CGP_mNRSA,NE_3650,Cheumatopsyche,143
CGP_mNRSA,NE_3650,Chironomus,1
CGP_mNRSA,NE_3650,Corixidae,14
CGP_mNRSA,NE_3650,Cryptochironomus,2
CGP_mNRSA,NE_3650,Dicrotendipes,1
CGP_mNRSA,NE_3650,Dubiraphia,4
CGP_mNRSA,NE_3650,Erpobdella punctata,8
CGP_mNRSA,NE_3650,Faxonius,2
CGP_mNRSA,NE_3650,Glyptotendipes,6
CGP_mNRSA,NE_3650,Helicopsyche,5
CGP_mNRSA,NE_3650,Hyalella,3
CGP_mNRSA,NE_3650,Hydropsyche,6
CGP_mNRSA,NE_3650,Hydroptila,8
CGP_mNRSA,NE_3650,Lasmigona complanata,1
CGP_mNRSA,NE_3650,Leucrocuta,4
CGP_mNRSA,NE_3650,Ligumia recta,1
CGP_mNRSA,NE_3650,Microcylloepus,1
CGP_mNRSA,NE_3650,Micropsectra,1
CGP_mNRSA,NE_3650,Musculium,84
CGP_mNRSA,NE_3650,Naididae,1
CGP_mNRSA,NE_3650,Oecetis,7
CGP_mNRSA,NE_3650,Physella,24
CGP_mNRSA,NE_3650,Pisidium,13
CGP_mNRSA,NE_3650,Polypedilum,2
CGP_mNRSA,NE_3650,Polypedilum flavum,22
CGP_mNRSA,NE_3650,Polypedilum Illinoense Group,7
CGP_mNRSA,NE_3650,Polypedilum Scalaenum Group,1
CGP_mNRSA,NE_3650,Potamyia flava,1
CGP_mNRSA,NE_3650,Pseudochironomus,1
CGP_mNRSA,NE_3650,Quadrula quadrula,2
CGP_mNRSA,NE_3650,Rheotanytarsus,1
CGP_mNRSA,NE_3650,Simulium,4
CGP_mNRSA,NE_3650,Stenacron,6
CGP_mNRSA,NE_3650,Stenelmis,91
CGP_mNRSA,NE_3650,Tanypodinae,1
CGP_mNRSA,NE_3650,Thienemannimyia Group,3
CGP_mNRSA,NE_3650,Trepaxonemata,27
CGP_mNRSA,NE_3650,Trichocorixa,2
CGP_mNRSA,NE_3650,Tricorythodes,17
CGP_mNRSA,NE_3650,Tubificinae,13
CGP_mNRSA,NE_3650,Unionidae,1
CGP_mNRSA,NE_3651,Ablabesmyia,1
CGP_mNRSA,NE_3651,Aulodrilus,2
CGP_mNRSA,NE_3651,Baetidae,1
CGP_mNRSA,NE_3651,Cheumatopsyche,1
CGP_mNRSA,NE_3651,Chironomus,223
CGP_mNRSA,NE_3651,Corixidae,25
CGP_mNRSA,NE_3651,Cryptochironomus,5
CGP_mNRSA,NE_3651,Cryptotendipes,14
CGP_mNRSA,NE_3651,Dero digitata,3
CGP_mNRSA,NE_3651,Dicrotendipes,13
CGP_mNRSA,NE_3651,Dubiraphia,8
CGP_mNRSA,NE_3651,Ephydridae,1
CGP_mNRSA,NE_3651,Hyalella,4
CGP_mNRSA,NE_3651,Hygrobates,1
CGP_mNRSA,NE_3651,Micropsectra,1
CGP_mNRSA,NE_3651,Musculium,26
CGP_mNRSA,NE_3651,Naididae,2
CGP_mNRSA,NE_3651,Neumania,1
CGP_mNRSA,NE_3651,Physella,103
CGP_mNRSA,NE_3651,Pisidium,1
CGP_mNRSA,NE_3651,Polypedilum Halterale Group,1
CGP_mNRSA,NE_3651,Polypedilum Scalaenum Group,3
CGP_mNRSA,NE_3651,Procladius,7
CGP_mNRSA,NE_3651,Quadrula quadrula,6
CGP_mNRSA,NE_3651,Sigara,4
CGP_mNRSA,NE_3651,Tanypus,7
CGP_mNRSA,NE_3651,Tanytarsus,1
CGP_mNRSA,NE_3651,Trichocorixa,14
CGP_mNRSA,NE_3651,Tricorythodes,1
CGP_mNRSA,NE_3651,Tubificinae,64
CGP_mNRSA,NE_3653,Brillia,2
CGP_mNRSA,NE_3653,Cheumatopsyche,54
CGP_mNRSA,NE_3653,Chironomus,3
CGP_mNRSA,NE_3653,Cryptochironomus,13
CGP_mNRSA,NE_3653,Dero digitata,1
CGP_mNRSA,NE_3653,Enchytraeidae,1
CGP_mNRSA,NE_3653,Harnischia,2
CGP_mNRSA,NE_3653,Helobdella stagnalis,1
CGP_mNRSA,NE_3653,Hyalella,1
CGP_mNRSA,NE_3653,Lebertia,1
CGP_mNRSA,NE_3653,Mesenchytraeus,3
CGP_mNRSA,NE_3653,Micropsectra,1
CGP_mNRSA,NE_3653,Musculium,2
CGP_mNRSA,NE_3653,Nais behningi,1
CGP_mNRSA,NE_3653,Ostracoda,1
CGP_mNRSA,NE_3653,Physella,11
CGP_mNRSA,NE_3653,Polypedilum Fallax Group,2
CGP_mNRSA,NE_3653,Polypedilum flavum,111
CGP_mNRSA,NE_3653,Polypedilum Illinoense Group,21
CGP_mNRSA,NE_3653,Polypedilum Scalaenum Group,1
CGP_mNRSA,NE_3653,Pyganodon grandis,2
CGP_mNRSA,NE_3653,Rheocricotopus,2
CGP_mNRSA,NE_3653,Simulium,1
CGP_mNRSA,NE_3653,Stenochironomus,1
CGP_mNRSA,NE_3653,Thienemanniella,1
CGP_mNRSA,NE_3653,Thienemannimyia Group,9
CGP_mNRSA,NE_3653,Trepaxonemata,2
CGP_mNRSA,NE_3653,Tubificinae,22
CGP_mNRSA,NE_3654,Baetis intercalaris complex,4
CGP_mNRSA,NE_3654,Ceratopogoninae,1
CGP_mNRSA,NE_3654,Cheumatopsyche,6
CGP_mNRSA,NE_3654,Chironomini,1
CGP_mNRSA,NE_3654,Chironomus,3
CGP_mNRSA,NE_3654,Corixidae,2
CGP_mNRSA,NE_3654,Cryptochironomus,1
CGP_mNRSA,NE_3654,Dubiraphia,3
CGP_mNRSA,NE_3654,Ephydridae,1
CGP_mNRSA,NE_3654,Erpobdella punctata,2
CGP_mNRSA,NE_3654,Faxonius,5
CGP_mNRSA,NE_3654,Galba,8
CGP_mNRSA,NE_3654,Hyalella,125
CGP_mNRSA,NE_3654,Hydropsyche Morosa Gr.,1
CGP_mNRSA,NE_3654,Hygrobates,2
CGP_mNRSA,NE_3654,Limnophyes,2
CGP_mNRSA,NE_3654,Micropsectra,1
CGP_mNRSA,NE_3654,Musculium,24
CGP_mNRSA,NE_3654,Naididae,7
CGP_mNRSA,NE_3654,Nais communis/variabilis complex,4
CGP_mNRSA,NE_3654,Paratanytarsus,1
CGP_mNRSA,NE_3654,Physella,87
CGP_mNRSA,NE_3654,Pisidium,3
CGP_mNRSA,NE_3654,Polypedilum,1
CGP_mNRSA,NE_3654,Polypedilum flavum,1
CGP_mNRSA,NE_3654,Polypedilum Illinoense Group,20
CGP_mNRSA,NE_3654,Polypedilum Scalaenum Group,1
CGP_mNRSA,NE_3654,Procladius,1
CGP_mNRSA,NE_3654,Sciomyzidae,1
CGP_mNRSA,NE_3654,Simulium,29
CGP_mNRSA,NE_3654,Thienemannimyia Group,5
CGP_mNRSA,NE_3654,Tubificinae,170
CGP_mNRSA,NE_3655,Acentrella insignificans,13
CGP_mNRSA,NE_3655,Acentrella parvula,13
CGP_mNRSA,NE_3655,Ceratopogoninae,1
CGP_mNRSA,NE_3655,Cheumatopsyche,9
CGP_mNRSA,NE_3655,Cladotanytarsus,58
CGP_mNRSA,NE_3655,Copelatus,1
CGP_mNRSA,NE_3655,Cricotopus trifascia,1
CGP_mNRSA,NE_3655,Cricotopus/Orthocladius,9
CGP_mNRSA,NE_3655,Cryptochironomus,4
CGP_mNRSA,NE_3655,Dicrotendipes,1
CGP_mNRSA,NE_3655,Fallceon,16
CGP_mNRSA,NE_3655,Faxonius,1
CGP_mNRSA,NE_3655,Hetaerina,1
CGP_mNRSA,NE_3655,Hydrochus,1
CGP_mNRSA,NE_3655,Hydroptila,1
CGP_mNRSA,NE_3655,Limnodrilus,1
CGP_mNRSA,NE_3655,Nectopsyche diarina,18
CGP_mNRSA,NE_3655,Paracloeodes,1
CGP_mNRSA,NE_3655,Paralauterborniella nigrohalterale,1
CGP_mNRSA,NE_3655,Physella,10
CGP_mNRSA,NE_3655,Polypedilum Fallax Group,5
CGP_mNRSA,NE_3655,Polypedilum flavum,5
CGP_mNRSA,NE_3655,Polypedilum Illinoense Group,3
CGP_mNRSA,NE_3655,Polypedilum Scalaenum Group,9
CGP_mNRSA,NE_3655,Procladius,1
CGP_mNRSA,NE_3655,Robackia,2
CGP_mNRSA,NE_3655,Saetheria,43
CGP_mNRSA,NE_3655,Tanytarsus,1
CGP_mNRSA,NE_3655,Thienemannimyia Group,6
CGP_mNRSA,NE_3655,Tricorythodes,291
CGP_mNRSA,NE_3655,Tubificinae,4
CGP_mNRSA,NE_3656,Acentrella insignificans,16
CGP_mNRSA,NE_3656,Allocladius,1
CGP_mNRSA,NE_3656,Brachycentrus numerosus,4
CGP_mNRSA,NE_3656,Brillia,4
CGP_mNRSA,NE_3656,Calopteryx,2
CGP_mNRSA,NE_3656,Ceratopogoninae,4
CGP_mNRSA,NE_3656,Cheumatopsyche,2
CGP_mNRSA,NE_3656,Chironomus,15
CGP_mNRSA,NE_3656,Cladotanytarsus,21
CGP_mNRSA,NE_3656,Copepoda,1
CGP_mNRSA,NE_3656,Corixidae,1
CGP_mNRSA,NE_3656,Cricotopus Tremulus Group,1
CGP_mNRSA,NE_3656,Cryptochironomus,5
CGP_mNRSA,NE_3656,Cryptotendipes,4
CGP_mNRSA,NE_3656,Dicranota,1
CGP_mNRSA,NE_3656,Dicrotendipes,1
CGP_mNRSA,NE_3656,Dubiraphia,18
CGP_mNRSA,NE_3656,Enchytraeidae,1
CGP_mNRSA,NE_3656,Erpobdella,3
CGP_mNRSA,NE_3656,Eukiefferiella,2
CGP_mNRSA,NE_3656,Fallceon,6
CGP_mNRSA,NE_3656,Faxonius,6
CGP_mNRSA,NE_3656,Galba,4
CGP_mNRSA,NE_3656,Hemerodromia,3
CGP_mNRSA,NE_3656,Heptagenia,3
CGP_mNRSA,NE_3656,Hyalella,1
CGP_mNRSA,NE_3656,Labrundinia,3
CGP_mNRSA,NE_3656,Limnodrilus,1
CGP_mNRSA,NE_3656,Macronychus glabratus,4
CGP_mNRSA,NE_3656,Nectopsyche diarina,45
CGP_mNRSA,NE_3656,Odontomesa,2
CGP_mNRSA,NE_3656,Paralauterborniella nigrohalterale,2
CGP_mNRSA,NE_3656,Paratendipes,9
CGP_mNRSA,NE_3656,Perlesta,2
CGP_mNRSA,NE_3656,Physella,10
CGP_mNRSA,NE_3656,Polypedilum Illinoense Group,4
CGP_mNRSA,NE_3656,Polypedilum Scalaenum Group,1
CGP_mNRSA,NE_3656,Procladius,1
CGP_mNRSA,NE_3656,Psychodidae,1
CGP_mNRSA,NE_3656,Rheotanytarsus,1
CGP_mNRSA,NE_3656,Saetheria,14
CGP_mNRSA,NE_3656,Scirtidae,1
CGP_mNRSA,NE_3656,Simulium,1
CGP_mNRSA,NE_3656,Stictochironomus,29
CGP_mNRSA,NE_3656,Tanytarsus,1
CGP_mNRSA,NE_3656,Thienemannimyia Group,4
CGP_mNRSA,NE_3656,Tipula,1
CGP_mNRSA,NE_3656,Tricorythodes,171
CGP_mNRSA,NE_3656,Tubificinae,96
CGP_mNRSA,NE_3657,Amercaenis ridens,63
CGP_mNRSA,NE_3657,Caenis,62
CGP_mNRSA,NE_3657,Ceratopogoninae,1
CGP_mNRSA,NE_3657,Cercobrachys,1
CGP_mNRSA,NE_3657,Chironomus,5
CGP_mNRSA,NE_3657,Cladotanytarsus,2
CGP_mNRSA,NE_3657,Coenagrionidae,1
CGP_mNRSA,NE_3657,Copepoda,1
CGP_mNRSA,NE_3657,Cryptochironomus,1
CGP_mNRSA,NE_3657,Cryptotendipes,1
CGP_mNRSA,NE_3657,Dero digitata,1
CGP_mNRSA,NE_3657,Dubiraphia,1
CGP_mNRSA,NE_3657,Ephydridae,1
CGP_mNRSA,NE_3657,Fallceon,63
CGP_mNRSA,NE_3657,Galba,5
CGP_mNRSA,NE_3657,Harnischia,2
CGP_mNRSA,NE_3657,Hetaerina,3
CGP_mNRSA,NE_3657,Hydropsyche simulans,2
CGP_mNRSA,NE_3657,Isonychia,7
CGP_mNRSA,NE_3657,Labiobaetis,3
CGP_mNRSA,NE_3657,Labrundinia,2
CGP_mNRSA,NE_3657,Lopescladius,19
CGP_mNRSA,NE_3657,Macronychus glabratus,1
CGP_mNRSA,NE_3657,Naididae,2
CGP_mNRSA,NE_3657,Nectopsyche,6
CGP_mNRSA,NE_3657,Nectopsyche candida,6
CGP_mNRSA,NE_3657,Oecetis,1
CGP_mNRSA,NE_3657,Paracladopelma,10
CGP_mNRSA,NE_3657,Paracloeodes,20
CGP_mNRSA,NE_3657,Paralauterborniella nigrohalterale,6
CGP_mNRSA,NE_3657,Physella,7
CGP_mNRSA,NE_3657,Polypedilum,1
CGP_mNRSA,NE_3657,Polypedilum Halterale Group,2
CGP_mNRSA,NE_3657,Polypedilum Illinoense Group,5
CGP_mNRSA,NE_3657,Polypedilum Scalaenum Group,11
CGP_mNRSA,NE_3657,Procladius,8
CGP_mNRSA,NE_3657,Psychodidae,1
CGP_mNRSA,NE_3657,Robackia,4
CGP_mNRSA,NE_3657,Saetheria,1
CGP_mNRSA,NE_3657,Stenacron,1
CGP_mNRSA,NE_3657,Stenelmis,2
CGP_mNRSA,NE_3657,Tanypodinae,1
CGP_mNRSA,NE_3657,Tanytarsus,6
CGP_mNRSA,NE_3657,Thienemannimyia Group,8
CGP_mNRSA,NE_3657,Tricorythodes,172
CGP_mNRSA,NE_3657,Tubificinae,11
CGP_mNRSA,NE_3658,Ablabesmyia,13
CGP_mNRSA,NE_3658,Allocladius,1
CGP_mNRSA,NE_3658,Ceratopogoninae,5
CGP_mNRSA,NE_3658,Chironomini,1
CGP_mNRSA,NE_3658,Chironomus,28
CGP_mNRSA,NE_3658,Corixidae,149
CGP_mNRSA,NE_3658,Cryptochironomus,5
CGP_mNRSA,NE_3658,Cryptotendipes,10
CGP_mNRSA,NE_3658,Erpobdella,6
CGP_mNRSA,NE_3658,Helobdella stagnalis,1
CGP_mNRSA,NE_3658,Hyalella,13
CGP_mNRSA,NE_3658,Musculium,2
CGP_mNRSA,NE_3658,Naididae,2
CGP_mNRSA,NE_3658,Nanocladius,1
CGP_mNRSA,NE_3658,Nemata,2
CGP_mNRSA,NE_3658,Neoporus,2
CGP_mNRSA,NE_3658,Oecetis,10
CGP_mNRSA,NE_3658,Paralauterborniella nigrohalterale,1
CGP_mNRSA,NE_3658,Paratanytarsus,3
CGP_mNRSA,NE_3658,Physella,137
CGP_mNRSA,NE_3658,Polypedilum flavum,1
CGP_mNRSA,NE_3658,Polypedilum Halterale Group,6
CGP_mNRSA,NE_3658,Polypedilum Illinoense Group,1
CGP_mNRSA,NE_3658,Polypedilum Scalaenum Group,5
CGP_mNRSA,NE_3658,Procladius,31
CGP_mNRSA,NE_3658,Rheotanytarsus,4
CGP_mNRSA,NE_3658,Sphaeriidae,19
CGP_mNRSA,NE_3658,Thienemannimyia Group,6
CGP_mNRSA,NE_3658,Trepaxonemata,14
CGP_mNRSA,NE_3658,Trichocorixa,1
CGP_mNRSA,NE_3658,Tubificinae,40
CGP_mNRSA,NE_3659,Acentrella insignificans,1
CGP_mNRSA,NE_3659,Acentrella parvula,1
CGP_mNRSA,NE_3659,Argia,2
CGP_mNRSA,NE_3659,Baetis intercalaris complex,2
CGP_mNRSA,NE_3659,Camelobaetidius,5
CGP_mNRSA,NE_3659,Cercobrachys,3
CGP_mNRSA,NE_3659,Cheumatopsyche,18
CGP_mNRSA,NE_3659,Chironomini,1
CGP_mNRSA,NE_3659,Corixidae,1
CGP_mNRSA,NE_3659,Fallceon,34
CGP_mNRSA,NE_3659,Glyptotendipes,1
CGP_mNRSA,NE_3659,Gomphidae,12
CGP_mNRSA,NE_3659,Harnischia,2
CGP_mNRSA,NE_3659,Hetaerina,2
