"SampleID","StationID","CollDate","TaxaID","N_Taxa"
"Samp0436","32RGrand292.8",1976-08-02,"Cyprinella lutrensis",1
"Samp0436","32RGrand292.8",1976-08-02,"Cyprinus carpio",1
"Samp0436","32RGrand292.8",1976-08-02,"Pimephales promelas",1
"Samp0436","32RGrand292.8",1976-08-02,"Platygobio gracilis",1
"Samp0436","32RGrand292.8",1976-08-02,"Gambusia affinis",1
"Samp0437","32RGrand292.8",1999-04-28,"Hybognathus amarus",46
"Samp0438","32RGrand292.8",1999-12-08,"Hybognathus amarus",96
"Samp0439","32RGrand309.0",1988-10-05,"Cyprinella lutrensis",117
"Samp0439","32RGrand309.0",1988-10-05,"Hybognathus amarus",93
"Samp0439","32RGrand309.0",1988-10-05,"Platygobio gracilis",2
"Samp0439","32RGrand309.0",1988-10-05,"Ictalurus punctatus",7
"Samp0439","32RGrand309.0",1988-10-05,"Gambusia affinis",31
"Samp0440","32RGrand309.0",2010-07-12,"Hybognathus amarus",460
"Samp0441","32RGrand312.1",1999-12-08,"Hybognathus amarus",24
"Samp0442","32RGrand312.1",2010-08-31,"Hybognathus amarus",51
"Samp0443","32RGrand312.1",2010-10-03,"Hybognathus amarus",2
"Samp0444","32RGrand326.7",1964-04-26,"Platygobio gracilis",1
"Samp0445","32RGrand326.7",1964-09-01,"Cyprinus carpio",1
"Samp0445","32RGrand326.7",1964-09-01,"Pimephales promelas",1
"Samp0445","32RGrand326.7",1964-09-01,"Platygobio gracilis",1
"Samp0445","32RGrand326.7",1964-09-01,"Ictalurus punctatus",1
"Samp0446","32RGrand326.7",1970-07-06,"Pimephales promelas",1
"Samp0446","32RGrand326.7",1970-07-06,"Ictalurus punctatus",1
"Samp0446","32RGrand326.7",1970-07-06,"Gambusia affinis",1
"Samp0447","32RGrand326.7",1973-08-01,"Ictalurus punctatus",1
"Samp0447","32RGrand326.7",1973-08-01,"Gambusia affinis",1
"Samp0448","32RGrand326.7",1999-12-13,"Hybognathus amarus",65
"Samp0449","32RGrand326.7",2010-07-20,"Hybognathus amarus",20
"Samp0450","32RGrand342.6",1986-10-30,"Carpiodes carpio",53
"Samp0450","32RGrand342.6",1986-10-30,"Cyprinella lutrensis",201
"Samp0450","32RGrand342.6",1986-10-30,"Hybognathus amarus",156
"Samp0450","32RGrand342.6",1986-10-30,"Pimephales promelas",7
"Samp0450","32RGrand342.6",1986-10-30,"Platygobio gracilis",21
"Samp0450","32RGrand342.6",1986-10-30,"Rhinichthys cataractae",5
"Samp0450","32RGrand342.6",1986-10-30,"Ictalurus punctatus",60
"Samp0450","32RGrand342.6",1986-10-30,"Gambusia affinis",1
"Samp0451","32RGrand344.8",1996-04-18,"Lepomis macrochirus",1
"Samp0451","32RGrand344.8",1996-04-18,"Cyprinella lutrensis",5
"Samp0451","32RGrand344.8",1996-04-18,"Hybognathus amarus",5
"Samp0451","32RGrand344.8",1996-04-18,"Gambusia affinis",3
"Samp0452","32RGrand344.8",1996-05-21,"Cyprinus carpio",1
"Samp0453","32RGrand344.8",1996-05-24,"Cyprinus carpio",2
"Samp0454","32RGrand344.8",1996-05-25,"Cyprinidae",3
"Samp0454","32RGrand344.8",1996-05-25,"Cyprinus carpio",8
"Samp0455","32RGrand368.3",1977-08-23,"Carpiodes carpio",1
"Samp0455","32RGrand368.3",1977-08-23,"Cyprinus carpio",1
"Samp0456","32RGrand368.3",2003-07-10,"Platygobio gracilis",45
"Samp0457","32RGrand391.9",1939-06-19,"Carpiodes carpio",1
"Samp0457","32RGrand391.9",1939-06-19,"Cyprinella lutrensis",1
"Samp0457","32RGrand391.9",1939-06-19,"Cyprinus carpio",1
"Samp0457","32RGrand391.9",1939-06-19,"Gila pandora",1
"Samp0457","32RGrand391.9",1939-06-19,"Hybognathus amarus",1
"Samp0457","32RGrand391.9",1939-06-19,"Macrhybopsis aestivalis",1
"Samp0457","32RGrand391.9",1939-06-19,"Notropis simus simus",1
"Samp0457","32RGrand391.9",1939-06-19,"Pimephales promelas",1
"Samp0457","32RGrand391.9",1939-06-19,"Gambusia affinis",1
"Samp0458","32RGrand391.9",1939-07-19,"Gambusia affinis",1
"Samp0459","32RGrand391.9",1988-05-24,"Carpiodes carpio",9
"Samp0459","32RGrand391.9",1988-05-24,"Catostomus commersonii",58
"Samp0459","32RGrand391.9",1988-05-24,"Lepomis macrochirus",1
"Samp0459","32RGrand391.9",1988-05-24,"Micropterus salmoides",1
"Samp0459","32RGrand391.9",1988-05-24,"Cyprinella lutrensis",843
"Samp0459","32RGrand391.9",1988-05-24,"Hybognathus amarus",38
"Samp0459","32RGrand391.9",1988-05-24,"Pimephales promelas",63
"Samp0459","32RGrand391.9",1988-05-24,"Platygobio gracilis",5
"Samp0459","32RGrand391.9",1988-05-24,"Rhinichthys cataractae",1
"Samp0459","32RGrand391.9",1988-05-24,"Ictalurus punctatus",8
"Samp0459","32RGrand391.9",1988-05-24,"Gambusia affinis",86
"Samp0460","32RGrand391.9",1996-05-20,"Cyprinus carpio",1
"Samp0461","32RGrand391.9",1996-05-24,"Cyprinus carpio",72
"Samp0462","32RGrand391.9",1996-05-25,"Cyprinidae",2
"Samp0462","32RGrand391.9",1996-05-25,"Cyprinus carpio",46
"Samp0463","32RGrand391.9",1996-05-26,"Cyprinella lutrensis",1
"Samp0463","32RGrand391.9",1996-05-26,"Cyprinidae",3
"Samp0463","32RGrand391.9",1996-05-26,"Cyprinus carpio",11
"Samp0463","32RGrand391.9",1996-05-26,"Gambusia affinis",1
"Samp0464","32RGrand439.5",1959-05-08,"Catostomus commersonii",1
"Samp0464","32RGrand439.5",1959-05-08,"Ameiurus natalis",1
"Samp0464","32RGrand439.5",1959-05-08,"Gambusia affinis",1
"Samp0464","32RGrand439.5",1959-05-08,"Salmo trutta",1
"Samp0465","32RGrand447.7",1939-06-09,"Carpiodes carpio",1
"Samp0465","32RGrand447.7",1939-06-09,"Cyprinus carpio",1
"Samp0465","32RGrand447.7",1939-06-09,"Macrhybopsis aestivalis",1
"Samp0465","32RGrand447.7",1939-06-09,"Notropis jemezanus",1
"Samp0465","32RGrand447.7",1939-06-09,"Notropis simus simus",1
"Samp0465","32RGrand447.7",1939-06-09,"Gambusia affinis",1
"Samp0466","32RGrand447.7",1949-10-29,"Carpiodes carpio",1
"Samp0466","32RGrand447.7",1949-10-29,"Hybognathus amarus",1
"Samp0466","32RGrand447.7",1949-10-29,"Notropis simus simus",1
"Samp0466","32RGrand447.7",1949-10-29,"Pimephales promelas",1
"Samp0466","32RGrand447.7",1949-10-29,"Ictalurus furcatus",1
"Samp0466","32RGrand447.7",1949-10-29,"Gambusia affinis",1
"Samp0467","32RGrand447.7",2010-01-20,"Carpiodes carpio",2
"Samp0467","32RGrand447.7",2010-01-20,"Catostomus commersonii",2
"Samp0467","32RGrand447.7",2010-01-20,"Micropterus salmoides",1
"Samp0467","32RGrand447.7",2010-01-20,"Pomoxis annularis",1
"Samp0467","32RGrand447.7",2010-01-20,"Cyprinella lutrensis",337
"Samp0467","32RGrand447.7",2010-01-20,"Hybognathus amarus",12
"Samp0467","32RGrand447.7",2010-01-20,"Pimephales promelas",12
"Samp0467","32RGrand447.7",2010-01-20,"Gambusia affinis",13
"Samp0468","32RGrand447.7",2010-02-26,"Lepomis macrochirus",1
"Samp0468","32RGrand447.7",2010-02-26,"Micropterus salmoides",3
"Samp0468","32RGrand447.7",2010-02-26,"Cyprinella lutrensis",46
"Samp0468","32RGrand447.7",2010-02-26,"Hybognathus amarus",32
"Samp0468","32RGrand447.7",2010-02-26,"Platygobio gracilis",7
"Samp0469","32RGrand447.7",2010-05-03,"Catostomus commersonii",2
"Samp0469","32RGrand447.7",2010-05-03,"Lepomis macrochirus",1
"Samp0469","32RGrand447.7",2010-05-03,"Cyprinella lutrensis",387
"Samp0469","32RGrand447.7",2010-05-03,"Hybognathus amarus",2
"Samp0469","32RGrand447.7",2010-05-03,"Pimephales promelas",1
"Samp0470","32RGrand447.7",2010-05-25,"Cyprinella lutrensis",47
"Samp0470","32RGrand447.7",2010-05-25,"Hybognathus amarus",2
"Samp0471","32RGrand447.7",2010-06-29,"Carpiodes carpio",30
"Samp0471","32RGrand447.7",2010-06-29,"Catostomus commersonii",35
"Samp0471","32RGrand447.7",2010-06-29,"Micropterus salmoides",1
"Samp0471","32RGrand447.7",2010-06-29,"Cyprinella lutrensis",163
"Samp0471","32RGrand447.7",2010-06-29,"Cyprinus carpio",10
"Samp0471","32RGrand447.7",2010-06-29,"Hybognathus amarus",44
"Samp0471","32RGrand447.7",2010-06-29,"Platygobio gracilis",3
"Samp0471","32RGrand447.7",2010-06-29,"Ameiurus natalis",1
"Samp0471","32RGrand447.7",2010-06-29,"Ictalurus punctatus",1
"Samp0471","32RGrand447.7",2010-06-29,"Gambusia affinis",1
"Samp0472","32RGrand447.7",2010-07-27,"Carpiodes carpio",9
"Samp0472","32RGrand447.7",2010-07-27,"Catostomus commersonii",2
"Samp0472","32RGrand447.7",2010-07-27,"Pomoxis annularis",21
"Samp0472","32RGrand447.7",2010-07-27,"Cyprinella lutrensis",276
"Samp0472","32RGrand447.7",2010-07-27,"Cyprinus carpio",1
"Samp0472","32RGrand447.7",2010-07-27,"Hybognathus amarus",66
"Samp0472","32RGrand447.7",2010-07-27,"Pimephales promelas",5
"Samp0472","32RGrand447.7",2010-07-27,"Platygobio gracilis",9
"Samp0472","32RGrand447.7",2010-07-27,"Ameiurus natalis",2
"Samp0472","32RGrand447.7",2010-07-27,"Ictalurus punctatus",67
"Samp0472","32RGrand447.7",2010-07-27,"Stizostedion vitreum",1
"Samp0472","32RGrand447.7",2010-07-27,"Gambusia affinis",5
"Samp0473","32RGrand447.7",2010-08-24,"Carpiodes carpio",9
"Samp0473","32RGrand447.7",2010-08-24,"Micropterus salmoides",2
"Samp0473","32RGrand447.7",2010-08-24,"Pomoxis annularis",3
"Samp0473","32RGrand447.7",2010-08-24,"Cyprinella lutrensis",103
"Samp0473","32RGrand447.7",2010-08-24,"Hybognathus amarus",5
"Samp0473","32RGrand447.7",2010-08-24,"Platygobio gracilis",13
"Samp0473","32RGrand447.7",2010-08-24,"Ameiurus natalis",1
"Samp0473","32RGrand447.7",2010-08-24,"Ictalurus punctatus",14
"Samp0473","32RGrand447.7",2010-08-24,"Gambusia affinis",8
"Samp0474","32RGrand447.7",2010-09-23,"Carpiodes carpio",3
"Samp0474","32RGrand447.7",2010-09-23,"Micropterus salmoides",1
"Samp0474","32RGrand447.7",2010-09-23,"Cyprinella lutrensis",156
"Samp0474","32RGrand447.7",2010-09-23,"Cyprinus carpio",1
"Samp0474","32RGrand447.7",2010-09-23,"Hybognathus amarus",19
"Samp0474","32RGrand447.7",2010-09-23,"Ictalurus punctatus",1
"Samp0474","32RGrand447.7",2010-09-23,"Stizostedion vitreum",1
"Samp0474","32RGrand447.7",2010-09-23,"Gambusia affinis",19
"Samp0475","32RGrand447.7",2010-11-01,"Pomoxis annularis",6
"Samp0475","32RGrand447.7",2010-11-01,"Cyprinella lutrensis",161
"Samp0475","32RGrand447.7",2010-11-01,"Cyprinus carpio",1
"Samp0475","32RGrand447.7",2010-11-01,"Hybognathus amarus",1
"Samp0475","32RGrand447.7",2010-11-01,"Platygobio gracilis",2
"Samp0475","32RGrand447.7",2010-11-01,"Ictalurus punctatus",3
"Samp0475","32RGrand447.7",2010-11-01,"Gambusia affinis",2
"Samp0476","32RGrand447.7",2010-11-29,"Carpiodes carpio",2
"Samp0476","32RGrand447.7",2010-11-29,"Micropterus salmoides",2
"Samp0476","32RGrand447.7",2010-11-29,"Pomoxis annularis",2
"Samp0476","32RGrand447.7",2010-11-29,"Dorosoma cepedianum",6
"Samp0476","32RGrand447.7",2010-11-29,"Cyprinella lutrensis",309
"Samp0476","32RGrand447.7",2010-11-29,"Cyprinus carpio",2
"Samp0476","32RGrand447.7",2010-11-29,"Hybognathus amarus",67
"Samp0476","32RGrand447.7",2010-11-29,"Platygobio gracilis",87
"Samp0476","32RGrand447.7",2010-11-29,"Gambusia affinis",1
"Samp0477","32RGrand447.7",2011-01-26,"Cyprinella lutrensis",24
"Samp0477","32RGrand447.7",2011-01-26,"Platygobio gracilis",1
"Samp0478","32RGrand447.7",2011-02-28,"Cyprinella lutrensis",42
"Samp0478","32RGrand447.7",2011-02-28,"Hybognathus amarus",2
"Samp0478","32RGrand447.7",2011-02-28,"Pimephales promelas",2
"Samp0478","32RGrand447.7",2011-02-28,"Platygobio gracilis",10
"Samp0478","32RGrand447.7",2011-02-28,"Rhinichthys cataractae",2
"Samp0479","32RGrand447.7",2011-03-31,"Carpiodes carpio",3
"Samp0479","32RGrand447.7",2011-03-31,"Pomoxis annularis",3
"Samp0479","32RGrand447.7",2011-03-31,"Cyprinella lutrensis",102
"Samp0479","32RGrand447.7",2011-03-31,"Cyprinus carpio",2
"Samp0479","32RGrand447.7",2011-03-31,"Hybognathus amarus",2
"Samp0479","32RGrand447.7",2011-03-31,"Pimephales promelas",1
"Samp0479","32RGrand447.7",2011-03-31,"Platygobio gracilis",1
"Samp0479","32RGrand447.7",2011-03-31,"Ictalurus punctatus",1
"Samp0479","32RGrand447.7",2011-03-31,"Morone chrysops",1
"Samp0480","32RGrand447.7",2011-04-27,"Carpiodes carpio",2
"Samp0480","32RGrand447.7",2011-04-27,"Micropterus salmoides",1
"Samp0480","32RGrand447.7",2011-04-27,"Pomoxis annularis",1
"Samp0480","32RGrand447.7",2011-04-27,"Cyprinella lutrensis",214
"Samp0480","32RGrand447.7",2011-04-27,"Hybognathus amarus",3
"Samp0480","32RGrand447.7",2011-04-27,"Pimephales promelas",1
"Samp0481","32RGrand447.7",2011-05-24,"Carpiodes carpio",1
"Samp0481","32RGrand447.7",2011-05-24,"Catostomus commersonii",96
"Samp0481","32RGrand447.7",2011-05-24,"Cyprinella lutrensis",118
"Samp0481","32RGrand447.7",2011-05-24,"Ictalurus punctatus",1
"Samp0482","32RGrand447.7",2011-06-28,"Carpiodes carpio",11
"Samp0482","32RGrand447.7",2011-06-28,"Catostomus commersonii",5
"Samp0482","32RGrand447.7",2011-06-28,"Micropterus salmoides",11
"Samp0482","32RGrand447.7",2011-06-28,"Cyprinella lutrensis",76
"Samp0482","32RGrand447.7",2011-06-28,"Cyprinus carpio",5
"Samp0482","32RGrand447.7",2011-06-28,"Pimephales promelas",7
"Samp0482","32RGrand447.7",2011-06-28,"Platygobio gracilis",2
"Samp0482","32RGrand447.7",2011-06-28,"Ameiurus natalis",1
"Samp0482","32RGrand447.7",2011-06-28,"Ictalurus punctatus",1
"Samp0482","32RGrand447.7",2011-06-28,"Gambusia affinis",13
"Samp0483","32RGrand447.7",2011-07-28,"Carpiodes carpio",141
"Samp0483","32RGrand447.7",2011-07-28,"Lepomis macrochirus",1
"Samp0483","32RGrand447.7",2011-07-28,"Micropterus salmoides",4
"Samp0483","32RGrand447.7",2011-07-28,"Pomoxis annularis",1
"Samp0483","32RGrand447.7",2011-07-28,"Cyprinella lutrensis",549
"Samp0483","32RGrand447.7",2011-07-28,"Hybognathus amarus",126
"Samp0483","32RGrand447.7",2011-07-28,"Pimephales promelas",23
"Samp0483","32RGrand447.7",2011-07-28,"Platygobio gracilis",16
"Samp0483","32RGrand447.7",2011-07-28,"Ictalurus punctatus",13
"Samp0483","32RGrand447.7",2011-07-28,"Gambusia affinis",44
"Samp0484","32RGrand447.7",2011-08-23,"Carpiodes carpio",11
"Samp0484","32RGrand447.7",2011-08-23,"Micropterus salmoides",1
"Samp0484","32RGrand447.7",2011-08-23,"Cyprinella lutrensis",1049
"Samp0484","32RGrand447.7",2011-08-23,"Cyprinus carpio",1
"Samp0484","32RGrand447.7",2011-08-23,"Hybognathus amarus",115
"Samp0484","32RGrand447.7",2011-08-23,"Pimephales promelas",4
"Samp0484","32RGrand447.7",2011-08-23,"Platygobio gracilis",1
"Samp0484","32RGrand447.7",2011-08-23,"Ameiurus natalis",1
"Samp0484","32RGrand447.7",2011-08-23,"Ictalurus punctatus",10
"Samp0484","32RGrand447.7",2011-08-23,"Gambusia affinis",2
"Samp0485","32RGrand447.7",2011-09-27,"Carpiodes carpio",153
"Samp0485","32RGrand447.7",2011-09-27,"Micropterus salmoides",5
"Samp0485","32RGrand447.7",2011-09-27,"Pomoxis annularis",3
"Samp0485","32RGrand447.7",2011-09-27,"Dorosoma cepedianum",1
"Samp0485","32RGrand447.7",2011-09-27,"Cyprinella lutrensis",2462
"Samp0485","32RGrand447.7",2011-09-27,"Cyprinus carpio",5
"Samp0485","32RGrand447.7",2011-09-27,"Hybognathus amarus",40
"Samp0485","32RGrand447.7",2011-09-27,"Pimephales promelas",60
"Samp0485","32RGrand447.7",2011-09-27,"Platygobio gracilis",3
"Samp0485","32RGrand447.7",2011-09-27,"Ameiurus natalis",1
"Samp0485","32RGrand447.7",2011-09-27,"Ictalurus punctatus",78
"Samp0485","32RGrand447.7",2011-09-27,"Perca flavescens",1
"Samp0485","32RGrand447.7",2011-09-27,"Gambusia affinis",135
"Samp0486","32RGrand447.7",2011-10-27,"Carpiodes carpio",9
"Samp0486","32RGrand447.7",2011-10-27,"Cyprinella lutrensis",1016
"Samp0486","32RGrand447.7",2011-10-27,"Hybognathus amarus",5
"Samp0486","32RGrand447.7",2011-10-27,"Pimephales promelas",4
"Samp0486","32RGrand447.7",2011-10-27,"Ictalurus punctatus",24
"Samp0486","32RGrand447.7",2011-10-27,"Gambusia affinis",37
"Samp0487","32RGrand447.7",2011-12-15,"Carpiodes carpio",5
"Samp0487","32RGrand447.7",2011-12-15,"Micropterus salmoides",1
"Samp0487","32RGrand447.7",2011-12-15,"Cyprinella lutrensis",193
"Samp0487","32RGrand447.7",2011-12-15,"Cyprinus carpio",1
"Samp0487","32RGrand447.7",2011-12-15,"Hybognathus amarus",47
"Samp0487","32RGrand447.7",2011-12-15,"Pimephales promelas",2
"Samp0487","32RGrand447.7",2011-12-15,"Gambusia affinis",13
"Samp0488","32RGrand447.7",2012-03-28,"Carpiodes carpio",3
"Samp0488","32RGrand447.7",2012-03-28,"Dorosoma cepedianum",1
"Samp0488","32RGrand447.7",2012-03-28,"Cyprinella lutrensis",210
"Samp0488","32RGrand447.7",2012-03-28,"Hybognathus amarus",5
"Samp0488","32RGrand447.7",2012-03-28,"Pimephales promelas",4
"Samp0488","32RGrand447.7",2012-03-28,"Ictalurus punctatus",4
"Samp0489","32RGrand447.7",2012-04-27,"Carpiodes carpio",1
"Samp0489","32RGrand447.7",2012-04-27,"Lepomis macrochirus",1
"Samp0489","32RGrand447.7",2012-04-27,"Micropterus salmoides",2
"Samp0489","32RGrand447.7",2012-04-27,"Pomoxis annularis",1
"Samp0489","32RGrand447.7",2012-04-27,"Cyprinella lutrensis",769
"Samp0489","32RGrand447.7",2012-04-27,"Hybognathus amarus",20
"Samp0489","32RGrand447.7",2012-04-27,"Pimephales promelas",8
"Samp0489","32RGrand447.7",2012-04-27,"Platygobio gracilis",2
"Samp0489","32RGrand447.7",2012-04-27,"Ameiurus natalis",1
"Samp0489","32RGrand447.7",2012-04-27,"Ictalurus punctatus",3
"Samp0489","32RGrand447.7",2012-04-27,"Gambusia affinis",2
"Samp0490","32RGrand447.7",2012-05-30,"Catostomus commersonii",2
"Samp0490","32RGrand447.7",2012-05-30,"Micropterus salmoides",5
"Samp0490","32RGrand447.7",2012-05-30,"Cyprinella lutrensis",321
"Samp0490","32RGrand447.7",2012-05-30,"Cyprinus carpio",2
"Samp0490","32RGrand447.7",2012-05-30,"Hybognathus amarus",8
"Samp0490","32RGrand447.7",2012-05-30,"Pimephales promelas",3
"Samp0490","32RGrand447.7",2012-05-30,"Platygobio gracilis",1
"Samp0490","32RGrand447.7",2012-05-30,"Gambusia affinis",9
"Samp0491","32RGrand447.7",2012-06-26,"Carpiodes carpio",266
"Samp0491","32RGrand447.7",2012-06-26,"Catostomus commersonii",1
"Samp0491","32RGrand447.7",2012-06-26,"Micropterus salmoides",3
"Samp0491","32RGrand447.7",2012-06-26,"Cyprinella lutrensis",467
"Samp0491","32RGrand447.7",2012-06-26,"Cyprinus carpio",3
"Samp0491","32RGrand447.7",2012-06-26,"Hybognathus amarus",140
"Samp0491","32RGrand447.7",2012-06-26,"Pimephales promelas",15
"Samp0491","32RGrand447.7",2012-06-26,"Ictalurus punctatus",7
"Samp0491","32RGrand447.7",2012-06-26,"Perca flavescens",1
"Samp0491","32RGrand447.7",2012-06-26,"Gambusia affinis",58
"Samp0492","32RGrand447.7",2012-07-25,"Carpiodes carpio",31
"Samp0492","32RGrand447.7",2012-07-25,"Catostomus commersonii",1
"Samp0492","32RGrand447.7",2012-07-25,"Micropterus salmoides",1
"Samp0492","32RGrand447.7",2012-07-25,"Cyprinella lutrensis",366
"Samp0492","32RGrand447.7",2012-07-25,"Hybognathus amarus",11
"Samp0492","32RGrand447.7",2012-07-25,"Pimephales promelas",12
"Samp0492","32RGrand447.7",2012-07-25,"Platygobio gracilis",1
"Samp0492","32RGrand447.7",2012-07-25,"Ameiurus natalis",7
"Samp0492","32RGrand447.7",2012-07-25,"Ictalurus punctatus",20
"Samp0492","32RGrand447.7",2012-07-25,"Percina macrolepida",3
"Samp0492","32RGrand447.7",2012-07-25,"Gambusia affinis",21
"Samp0493","32RGrand447.7",2012-08-22,"Carpiodes carpio",16
"Samp0493","32RGrand447.7",2012-08-22,"Cyprinella lutrensis",835
"Samp0493","32RGrand447.7",2012-08-22,"Cyprinus carpio",1
"Samp0493","32RGrand447.7",2012-08-22,"Hybognathus amarus",2
"Samp0493","32RGrand447.7",2012-08-22,"Pimephales promelas",4
"Samp0493","32RGrand447.7",2012-08-22,"Platygobio gracilis",3
"Samp0493","32RGrand447.7",2012-08-22,"Ictalurus punctatus",27
"Samp0493","32RGrand447.7",2012-08-22,"Gambusia affinis",150
"Samp0494","32RGrand447.7",2012-09-26,"Carpiodes carpio",1
"Samp0494","32RGrand447.7",2012-09-26,"Cyprinella lutrensis",261
"Samp0494","32RGrand447.7",2012-09-26,"Cyprinus carpio",1
"Samp0494","32RGrand447.7",2012-09-26,"Pimephales promelas",1
"Samp0494","32RGrand447.7",2012-09-26,"Ictalurus punctatus",10
"Samp0494","32RGrand447.7",2012-09-26,"Gambusia affinis",150
"Samp0495","32RGrand447.7",2012-10-26,"Cyprinella lutrensis",231
"Samp0495","32RGrand447.7",2012-10-26,"Hybognathus amarus",1
"Samp0495","32RGrand447.7",2012-10-26,"Ictalurus punctatus",1
"Samp0495","32RGrand447.7",2012-10-26,"Gambusia affinis",4
"Samp0496","32RGrand452.0",1939-06-09,"Pimephales promelas",1
"Samp0497","32RGrand452.0",1940-01-29,"Carpiodes carpio",1
"Samp0497","32RGrand452.0",1940-01-29,"Hybognathus amarus",1
"Samp0497","32RGrand452.0",1940-01-29,"Notropis jemezanus",1
"Samp0497","32RGrand452.0",1940-01-29,"Notropis simus simus",1
"Samp0497","32RGrand452.0",1940-01-29,"Pimephales promelas",1
"Samp0497","32RGrand452.0",1940-01-29,"Rhinichthys cataractae",1
"Samp0498","32RGrand452.0",1941-03-08,"Chaenobryttus gulosus",1
"Samp0499","32RGrand452.0",2010-01-20,"Carpiodes carpio",1
"Samp0499","32RGrand452.0",2010-01-20,"Catostomus commersonii",5
"Samp0499","32RGrand452.0",2010-01-20,"Lepomis macrochirus",4
"Samp0499","32RGrand452.0",2010-01-20,"Micropterus salmoides",1
"Samp0499","32RGrand452.0",2010-01-20,"Pomoxis annularis",6
"Samp0499","32RGrand452.0",2010-01-20,"Cyprinella lutrensis",317
"Samp0499","32RGrand452.0",2010-01-20,"Cyprinus carpio",2
"Samp0499","32RGrand452.0",2010-01-20,"Hybognathus amarus",5
"Samp0499","32RGrand452.0",2010-01-20,"Pimephales promelas",1
"Samp0499","32RGrand452.0",2010-01-20,"Platygobio gracilis",1
"Samp0499","32RGrand452.0",2010-01-20,"Ameiurus natalis",1
"Samp0499","32RGrand452.0",2010-01-20,"Ictalurus punctatus",3
"Samp0500","32RGrand452.0",2010-02-26,"Catostomus commersonii",1
"Samp0500","32RGrand452.0",2010-02-26,"Cyprinella lutrensis",21
"Samp0500","32RGrand452.0",2010-02-26,"Hybognathus amarus",1
"Samp0500","32RGrand452.0",2010-02-26,"Platygobio gracilis",7
"Samp0501","32RGrand452.0",2010-03-24,"Catostomus commersonii",1
"Samp0501","32RGrand452.0",2010-03-24,"Cyprinella lutrensis",33
"Samp0501","32RGrand452.0",2010-03-24,"Hybognathus amarus",5
"Samp0502","32RGrand452.0",2010-05-03,"Carpiodes carpio",1
"Samp0502","32RGrand452.0",2010-05-03,"Micropterus salmoides",1
