INDEX_NAME,INDEX_REGION,LAT,LONG,SAMPLEID,LAKECODE,COLLDATE,COLLMETH,TAXAID,N_TAXA,EXCLUDE,NONTARGET,PHYLUM,CLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,TOLVAL,FFG,HABIT
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,DINEUTUS,6,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Gyrinidae,,,Dineutus,4,PR,SW
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,ENALLAGMA,366,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Enallagma,6,PR,CB
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,EPICORDULIA,12,FALSE,FALSE,Arthropoda,Insecta,Odonata,Corduliidae,,,EPICORDULIA,4.5,PR,
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,ERPOBDELLA,6,FALSE,FALSE,Annelida,HIRUDINEA,Arhynchobdellida,Erpobdellidae,Erpobdellinae,,Erpobdella,8,PR,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,GLYPTOTENDIPES,888,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Glyptotendipes,10,CF,BU
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,HYALELLA,114,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,4,CG,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,ISCHNURA,36,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Ischnura,6,PR,CB
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,LABRUNDINIA,24,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,4,PR,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,LEUCORRHINIA,6,FALSE,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,LEUCORRHINIA,4.5,PR,
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,LIBELLULA,12,FALSE,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Libellula,8,PR,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,MENETUS,30,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,Menetus,6.5,SC,CB
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,NANOCLADIUS,42,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,3,CG,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,NEUROCORDULIA,6,FALSE,FALSE,Arthropoda,Insecta,Odonata,Corduliidae,Corduliinae,,Neurocordulia,3,PR,CB
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,OLIGOCHAETA,48,FALSE,FALSE,Annelida,OLIGOCHAETA,Haplotaxida,,,,,10,CG,BU
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,ORTHOTRICHIA,6,FALSE,FALSE,Arthropoda,Insecta,Trichoptera,Hydroptilidae,Hydroptilinae,Orthotrichiini,Orthotrichia,1,SC,CN
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,PALAEMONETES,6,FALSE,FALSE,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemoninae,,Palaemonetes,4,CG,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,PARACHIRONOMUS,192,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Parachironomus,8,PR,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,PERITHEMIS,6,FALSE,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Perithemis,4,PR,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,PHYSELLA,54,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,Physinae,,Physella,9,SC,CB
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,PLANORBULA,6,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,PLANORBULA,7,SC,
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,POLYPEDILUM,12,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,6,SH,"CB, CN"
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,POLYPEDILUM HALTERALE,30,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,4,SH,CB
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,POLYPEDILUM ILLINOENSE,48,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,CB
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,SIALIS,12,FALSE,FALSE,Arthropoda,Insecta,Megaloptera,Sialidae,,,Sialis,4,PR,BU
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,SPHAERIUM,12,FALSE,FALSE,Mollusca,Bivalvia,Veneroida,Sphaeriidae,,,Sphaerium,5,CF,BU
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,SPHAEROMIAS,18,FALSE,FALSE,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Sphaeromias,5,PR,BU
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,TANYPODINAE,12,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,6,PR,BU
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,TANYPUS,12,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Tanypodini,Tanypus,8,PR,SP
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,TANYTARSINI,6,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsini,6,CF,BU
IEPA_2021_Bugs,South,38.5410439496,-88.5821828242,RBF_9/19/2016,RBF,9/19/2016,CompositeF,TANYTARSUS,18,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Tanytarsini,Tanytarsus,7,CF,CN
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,CHIRONOMINI,562.5,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,6,CG,BU
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,CHIRONOMUS,56.25,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Chironomus,10,CG,BU
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,CRICOTOPUS,1012.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,8,SH,CN
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,CRYPTOTENDIPES,56.25,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Cryptotendipes,6,CG,BU
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,DICROTENDIPES NERVOSUS,112.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,DICROTENDIPES,6,,
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,DICROTENDIPES SIMPSONI,56.25,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,DICROTENDIPES,6,,
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,GLYPTOTENDIPES,22950,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Glyptotendipes,10,CF,BU
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,NANOCLADIUS,56.25,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,3,CG,SP
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,ORTHOCLADIINAE,168.75,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,,6,CG,BU
IEPA_2021_Bugs,South,38.5294538449,-88.0197481562,RBQ_9/11/2017,RBQ,9/11/2017,CompositeF,POLYPEDILUM,56.25,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,6,SH,"CB, CN"
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,BEROSUS,2,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,Hydrophilinae,Berosini,Berosus,8,PR,SW
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,CAENIS,82,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Caenidae,,,Caenis,6,CG,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,CALLIBAETIS,12,FALSE,FALSE,Arthropoda,Insecta,Ephemeroptera,Baetidae,,,Callibaetis,4,CG,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,CHAOBORUS,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chaoboridae,Chaoborinae,,Chaoborus,8,PR,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,CHIRONOMINI,4,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,6,CG,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,COELOTANYPUS,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Coelotanypodini,Coelotanypus,4,PR,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,COENAGRIONIDAE,2,TRUE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,,5.5,PR,CB
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,CULICOIDES,16,FALSE,FALSE,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Culicoidini,Culicoides,5,PR,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,ENALLAGMA,4,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Enallagma,6,PR,CB
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,ERYTHEMIS,12,FALSE,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Erythemis,5,PR,"CB, SP"
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,FOSSARIA,4,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Lymnaeidae,,,Fossaria,7,SC,CB
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,GYRAULUS,58,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,Gyraulus,6,SC,CB
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,HELOBDELLA,10,FALSE,FALSE,Annelida,HIRUDINEA,Rhynchobdellida,Glossiphoniidae,Haementeriinae,,Helobdella,8,PA,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,HYALELLA,172,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,4,CG,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,HYDROBIUS,8,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Hydrophilidae,,,Hydrobius,4,PR,"CB, CN"
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,LARSIA,46,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Larsia,6,PR,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,LIMONIA,42,FALSE,FALSE,Arthropoda,Insecta,Diptera,Tipulidae,Limoniinae,Limoniini,Limonia,3,SH,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,NANOCLADIUS,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,3,CG,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,OLIGOCHAETA,36,FALSE,FALSE,Annelida,OLIGOCHAETA,Haplotaxida,,,,,10,CG,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,ORCONECTES,4,FALSE,FALSE,Arthropoda,Malacostraca,Decapoda,Cambaridae,Cambarinae,,Faxonius,5,"CG,SH",SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,PALPOMYIA,104,FALSE,FALSE,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Palpomyiini,Palpomyia,6,PR,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,PARACHIRONOMUS,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Parachironomus,8,PR,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,PERITHEMIS,4,FALSE,FALSE,Arthropoda,Insecta,Odonata,Libellulidae,,,Perithemis,4,PR,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,PHYSELLA,280,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Physidae,Physinae,,Physella,9,SC,CB
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,POLYPEDILUM ILLINOENSE,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,5,SH,CB
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,PROBEZZIA,6,FALSE,FALSE,Arthropoda,Insecta,Diptera,Ceratopogonidae,Ceratopogoninae,Sphaeromiini,Probezzia,5,PR,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,PROCLADIUS,4,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Procladiini,Procladius,8,PR,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,PSEUDOCHIRONOMUS,14,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,5,CG,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,STRATIOMYIDAE,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Stratiomyidae,,,,10,CG,SP
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,TANYPODINAE,4,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,,,6,PR,BU
IEPA_2021_Bugs,South,38.34975,-87.83152775,RBZH_8/22/2017,RBZH,8/22/2017,CompositeF,THIENEMANNIMYIA,2,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia,6,PR,SP
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ABLABESMYIA,30,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Ablabesmyia,6,CG,SP
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ABLABESMYIA JANTA,45,FALSE,FALSE,ARTHROPODA,INSECTA,Diptera,CHIRONOMIDAE,,TANYPODINAE,ABLABESMYIA,6,,
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ANOPHELES,22.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Culicidae,Anophelinae,,Anopheles,6,CF,SW
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ARGIA,7.5,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Argia,5,PR,CB
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,CHIRONOMINI,142.5,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Phaenopsectra/Tribelos,6,CG,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,CHIRONOMUS,15,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Chironomus,10,CG,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,COELOTANYPUS,22.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Tanypodinae,Coelotanypodini,Coelotanypus,4,PR,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,CRICOTOPUS,525,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladiini,Cricotopus,8,SH,CN
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,CRYPTOCHIRONOMUS,22.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Cryptochironomus,8,PR,SP
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,DICROTENDIPES,165,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,6,CG,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,DICROTENDIPES SIMPSONI,232.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,DICROTENDIPES,6,,
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,DINEUTUS,7.5,FALSE,FALSE,Arthropoda,Insecta,Coleoptera,Gyrinidae,,,Dineutus,4,PR,SW
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ENALLAGMA,52.5,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Enallagma,6,PR,CB
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ENDOCHIRONOMUS,67.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Endochironomus,6,SH,CN
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,GLYPTOTENDIPES,2302.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Glyptotendipes,10,CF,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,GOMPHUS,7.5,FALSE,FALSE,Arthropoda,Insecta,Odonata,Gomphidae,,,Gomphus,7,PR,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,HYALELLA,22.5,FALSE,FALSE,Arthropoda,Malacostraca,Amphipoda,Hyalellidae,,,Hyalella,4,CG,SP
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ISCHNURA,15,FALSE,FALSE,Arthropoda,Insecta,Odonata,Coenagrionidae,,,Ischnura,6,PR,CB
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,MENETUS,7.5,FALSE,FALSE,Mollusca,Gastropoda,Basommatophora,Planorbidae,,,Menetus,6.5,SC,CB
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,NANOCLADIUS,37.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,Orthocladiini,Nanocladius,3,CG,SP
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,OLIGOCHAETA,22.5,FALSE,FALSE,Annelida,OLIGOCHAETA,Haplotaxida,,,,,10,CG,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,ORTHOCLADIINAE,15,TRUE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Orthocladiinae,,,6,CG,BU
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,PALAEMONETES,7.5,FALSE,FALSE,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemoninae,,Palaemonetes,4,CG,SP
IEPA_2021_Bugs,South,38.7245643696,-88.7610543555,RCD_9/22/2016,RCD,9/22/2016,CompositeF,PARACHIRONOMUS,97.5,FALSE,FALSE,Arthropoda,Insecta,Diptera,Chironomidae,Chironominae,Chironomini,Parachironomus,8,PR,SP
