INDEX_NAME,INDEX_REGION,STATIONID,COLLDATE,COLLMETH,SAMPLEID,LAT,LONG,TAXAID,N_TAXA,NONTARGET,EXCLUDE,PHYLUM,SUBPHYLUM,CLASS,SUBCLASS,ORDER,FAMILY,SUBFAMILY,TRIBE,GENUS,FFG,HABIT,TOLVAL,THERMAL_INDICATOR,LIFE_CYCLE
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Cladotanytarsus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,CF,CB,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Coenagrionidae,1,FALSE,FALSE,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,,PR,CB,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Cricotopus bicinctus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,CG,SP,8,,multi
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Hydraena,1,FALSE,FALSE,Arthropoda,,Insecta,,Coleoptera,Hydraenidae,,,Hydraena,PR,CN,,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Labrundinia,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Labrundinia,PR,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Limnophyes,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Limnophyes,CG,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Lumbriculidae,1,FALSE,FALSE,Annelida,,Clitellata,Oligochaeta,Lumbriculida,Lumbriculidae,,,,CG,BU,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Lymnaeidae,1,FALSE,FALSE,Mollusca,,Gastropoda,,Basommatophora,Lymnaeidae,,,,CG,CB,8,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Menetus dilatatus,1,FALSE,FALSE,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,,,Menetus,SC,CB,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Microcylloepus pusillus,1,FALSE,FALSE,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,Microcylloepus,CG,CN,5,,semi
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Nilotanypus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,PR,SP,5,warm,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Paraleptophlebia/Neoleptophlebia,1,FALSE,FALSE,Arthropoda,,Insecta,,Ephemeroptera,Leptophlebiidae,,,Paraleptophlebia/Neoleptophlebia,CG,SW,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Paratanytarsus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,CF,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Paratendipes,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Paratendipes,CG,BU,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Pisidium,1,FALSE,FALSE,Mollusca,,Bivalvia,,Sphaeriida,Sphaeriidae,,,Pisidium,CF,BU,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Polypedilum fallax group,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,SH,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0132,7/25/2013,Multihab,2013037.C,42.242442,-70.859057,Stempellinella,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,CG,CB,5,,
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Ceraclea,1,FALSE,FALSE,Arthropoda,,Insecta,,Trichoptera,Leptoceridae,,,Ceraclea,CG,CN,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Cladotanytarsus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,CF,CB,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Crangonyx,1,FALSE,FALSE,Arthropoda,Crustacea,Malacostraca,,Amphipoda,Crangonyctidae,,,Crangonyx,CG,SP,8,,uni
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Dicrotendipes,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Dicrotendipes,CG,BU,8,warm,multi
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Hemerodromia,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Empididae,,,Hemerodromia,PR,SP,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Neureclipsis,1,FALSE,FALSE,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,,,Neureclipsis,CF,CN,,warm,
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Paragnetina media,1,FALSE,FALSE,Arthropoda,,Insecta,,Plecoptera,Perlidae,,,Paragnetina,PR,CN,5,,semi
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Parakiefferiella,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Parakiefferiella,CG,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Polycentropus sensu lato,1,FALSE,FALSE,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,,,Polycentropus,PR,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Potthastia longimanus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Diamesinae,Diamesini,Potthastia,CG,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Pseudochironomus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Pseudochironomini,Pseudochironomus,CG,BU,5,,
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Simulium,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Simuliidae,,,Simulium,CF,CN,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Thienemannimyia genus group,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Thienemannimyia genus group,PR,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0350,8/6/2019,Multihab,2019055,41.93332,-71.15427,Tribelos jucundum,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Tribelos,CG,BU,5,,
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Aeshnidae,1,FALSE,FALSE,Arthropoda,,Insecta,,Odonata,Aeshnidae,,,,PR,,5,,
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Corynoneura,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Corynoneura,CG,SP,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Empididae,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Empididae,,,,PR,,5,,
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Hexatoma,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Tipulidae,Limoniinae,,Hexatoma,PR,BU,2,,uni
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Lumbriculidae,1,FALSE,FALSE,Annelida,,Clitellata,Oligochaeta,Lumbriculida,Lumbriculidae,,,,CG,BU,5,,
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Nais,1,FALSE,FALSE,Annelida,,Clitellata,Oligochaeta,Tubificida,Naididae,Naidinae,,Nais,CG,BU,8,,
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Paracapnia,1,FALSE,FALSE,Arthropoda,,Insecta,,Plecoptera,Capniidae,,,Paracapnia,SH,SP,,cold_cool,uni
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Parakiefferiella,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Parakiefferiella,CG,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Polycentropus,1,FALSE,FALSE,Arthropoda,,Insecta,,Trichoptera,Polycentropodidae,,,Polycentropus,PR,CN,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Polypedilum illinoense group,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,SH,CN,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Psilotreta,1,FALSE,FALSE,Arthropoda,,Insecta,,Trichoptera,Odontoceridae,,,Psilotreta,SC,SP,5,cold_cool,semi
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Tipuloidea,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,,,,,,,,,
SNEP_2020_Bugs,LowGradientIBI,B0468,7/14/2014,Multihab,2014015,41.772548,-71.084948,Tvetenia,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Tvetenia,CG,SP,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0468,9/21/2016,Multihab,2016033,41.772548,-71.084948,Boyeria vinosa,1,FALSE,FALSE,Arthropoda,,Insecta,,Odonata,Aeshnidae,,,Boyeria,PR,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0468,9/21/2016,Multihab,2016033,41.772548,-71.084948,Chironomini,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,,CG,,5,,
SNEP_2020_Bugs,LowGradientIBI,B0468,9/21/2016,Multihab,2016033,41.772548,-71.084948,Cladotanytarsus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Cladotanytarsus,CF,CB,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0468,9/21/2016,Multihab,2016033,41.772548,-71.084948,Cryptochironomus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Cryptochironomus,PR,SP,8,,
SNEP_2020_Bugs,LowGradientIBI,B0468,9/21/2016,Multihab,2016033,41.772548,-71.084948,Hydroptila,1,FALSE,FALSE,Arthropoda,,Insecta,,Trichoptera,Hydroptilidae,,,Hydroptila,CG,CN,5,warm,uni
SNEP_2020_Bugs,LowGradientIBI,B0468,9/21/2016,Multihab,2016033,41.772548,-71.084948,Rheotanytarsus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,CF,CN,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0468,9/21/2016,Multihab,2016033,41.772548,-71.084948,Unniella multivirga,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Unniella,CG,BU,2,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Argia,1,FALSE,FALSE,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,Argia,PR,CB,5,warm,uni
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Atractides,1,FALSE,FALSE,Arthropoda,,Arachnida,,Trombidiformes,Hygrobatidae,,,Atractides,PR,CB,,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Baetidae,1,FALSE,FALSE,Arthropoda,,Insecta,,Ephemeroptera,Baetidae,,,,CG,,5,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Caecidotea,1,FALSE,FALSE,Arthropoda,Crustacea,Malacostraca,,Isopoda,Asellidae,,,Caecidotea,CG,SP,8,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Cricotopus bicinctus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,CG,SP,8,,multi
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Gomphidae,1,FALSE,FALSE,Arthropoda,,Insecta,,Odonata,Gomphidae,,,,PR,BU,5,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Hemerodromia,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Empididae,,,Hemerodromia,PR,SP,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Hygrobates,1,FALSE,FALSE,Arthropoda,,Arachnida,,Trombidiformes,Hygrobatidae,,,Hygrobates,PR,CB,8,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Microtendipes pedellus group,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Microtendipes,CF,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Nigronia serricornis,1,FALSE,FALSE,Arthropoda,,Insecta,,Megaloptera,Corydalidae,,,Nigronia,PR,CN,5,,semi
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Nilotanypus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Tanypodinae,Pentaneurini,Nilotanypus,PR,SP,5,warm,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Optioservus tardella,1,FALSE,FALSE,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,Optioservus,SC,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Oulimnius latiusculus,1,FALSE,FALSE,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,Oulimnius,SC,CN,5,cold_cool,semi
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Paratendipes,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Paratendipes,CG,BU,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Pisidium,1,FALSE,FALSE,Mollusca,,Bivalvia,,Sphaeriida,Sphaeriidae,,,Pisidium,CF,BU,5,,uni
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Polypedilum flavum,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,SH,CN,5,warm,multi
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Polypedilum scalaenum group,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Polypedilum,SH,CN,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Rheotanytarsus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Rheotanytarsus,CF,CN,5,,multi
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Stempellinella,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Stempellinella,CG,CB,5,,
SNEP_2020_Bugs,LowGradientIBI,B0603,7/16/2019,Multihab,2019016,41.9471,-71.17695,Thienemanniella,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Thienemanniella,CG,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Aeshna,1,FALSE,FALSE,Arthropoda,,Insecta,,Odonata,Aeshnidae,,,Aeshna,PR,CB,5,,semi
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Ancyronyx variegatus,1,FALSE,FALSE,Arthropoda,,Insecta,,Coleoptera,Elmidae,,,Ancyronyx,CG,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Caenis,1,FALSE,FALSE,Arthropoda,,Insecta,,Ephemeroptera,Caenidae,,,Caenis,CG,SP,5,warm,multi
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Coenagrionidae,1,FALSE,FALSE,Arthropoda,,Insecta,,Odonata,Coenagrionidae,,,,PR,CB,5,,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Cricotopus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,SH,SP,8,,multi
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Cricotopus bicinctus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Cricotopus,CG,SP,8,,multi
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Cricotopus/Orthocladius,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Cricotopus/Orthocladius,CG,SP,8,,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Glossosoma,1,FALSE,FALSE,Arthropoda,,Insecta,,Trichoptera,Glossosomatidae,,,Glossosoma,SC,CN,5,cold_cool,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Gyraulus,1,FALSE,FALSE,Mollusca,,Gastropoda,,Basommatophora,Planorbidae,,,Gyraulus,SC,CB,8,,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Paraphaenocladius,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Orthocladiinae,,Paraphaenocladius,CG,SP,5,,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Paratanytarsus,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Tanytarsini,Paratanytarsus,CF,CN,5,,
SNEP_2020_Bugs,LowGradientIBI,B0609,8/2/2019,Multihab,2019045,42.07937,-71.01406,Paratendipes,1,FALSE,FALSE,Arthropoda,,Insecta,,Diptera,Chironomidae,Chironominae,Chironomini,Paratendipes,CG,BU,5,,uni
